Country (Country Code)
Angola (244)
Botswana (267)
Egypt (20)
Eritrea (291)
Kenya (254)
Mauritius (230)
Mozambique (258)
Namibia (264)
Nigeria (234)
South Africa (27)
Sudan (249)
Swaziland (268)
